seller_type,house_type,rooms,area_m2,floor,floors_total,build_type,planning,bathroom,furnished,includes,nearby,commission,description,city,url
Biznes,Ikkilamchi bozor,2,48,4,4,Panelli,Aralash,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродажа 2в3/4/4 массив ФерузаМирзо Улугбекский районПеределана в 3 комнатную квартируКвартира с ремонтомКомнаты смежныеСанузел раздельныйБалкон 1,5х3мПлощадь: 48 кв/мОриентир: 223-школа, 221-школаЦена: 47.000 уеПодробная Информация По Телефону:983355797",,https://www.olx.uz/d/oz/obyavlenie/prodazha-2v3-4-4-feruza-ekobazar-s-evroremontom-47-000ue-balkon-1-5x3-ID44STT.html
Jismoniy shaxs,Ikkilamchi bozor,2,54,4,4,Gʻishtli,Aralash,Aralash,Ha,"Muzlatkich, Konditsioner, Oshxona, Balkon",,Yo’q,"TavsifЯшнобадский районКирпичный домВторичный.2х комнатная квартира.Ремонт  средний.Три  балкона.Всё  в шаговой доступности ( сад,  школа,  супермаркеты,  кафе-рестораны,  рынок  Кадышева)Возможен  торг.Звонить :91.164446490.9306437Без посредника!",,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-kvartira-s-mebelyu-ID45GWS.html
Biznes,Yangi qurilgan uylar,1,30,2,16,Monolitli,,,Yoʻq,Balkon,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"Tavsif1 комнатная квартира в новостройке — 30 м²- Площадь: 30м²- Этаж: 2 из 16- Кадастр на дом получен*Удобное расположение — до метро Туркистон всего 1,2 кмПодойдёт для жизни, аренды или инвестиций.Звоните или пишите — покажем в удобное время!+998994674499 Влад+998951220209 Диана",,https://www.olx.uz/d/oz/obyavlenie/30m2-v-gotovoj-novostrojke-za-34-700-ID45aNT.html
Biznes,Yangi qurilgan uylar,2,72,5,9,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,"Internet, Telefon, Kabelli TV, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifKompak House kompaniyasida xonadon olin sovg'a uchun kobalt mashinasi beriladishartlarimizolgan xonadoningiz uchun bosh to'lov 150 mln to'lang va latatron o'yinimizda qatnashingxonadonlar soni cheklanganbu aksiya faqat 10 ta xonadon egasi uchun bo'lib o'tadiBatafsil ma’lumot uchun telefon raqamlarimizga murojaat qiling.+998(94)411-33-33+998(77)253-03-30Toshkent viloyati, Yangiyo'l shahri, Qo'chqarova 98",,https://www.olx.uz/d/oz/obyavlenie/kobalt-avtomashinasi-sovga-uchun-beriladi-ID43Sel.html
Biznes,Ikkilamchi bozor,3,72,2,5,Gʻishtli,Alohida ajratilgan,Aralash,Yoʻq,"Telefon, Internet, Balkon, Oshxona, Konditsioner","Bolalar maydonchasi, Maktab, Koʻngilochar muassasalar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Bekatlar, turargoh, Bolalar bogʻchasi, Restoran, kafelar",Yo’q,TavsifПродаю 3 ком квартира на 2 этаже 5 этажного дома. Квартира в чистый хорошей состоянии можно зайти жить комната разделение прихожка квадратных балкон 2×6. Место расположен хорошей орентыр базар Кадышва. Подробности по телефону звоните 998 99 809-77-71.,,https://www.olx.uz/d/oz/obyavlenie/prodayu-3-kom-kvartira-na-2-etazhe-5-etazhnogo-doma-aviosozlar-2-ID452ie.html
Biznes,Yangi qurilgan uylar,2,47,11,13,,,,Ha,,,Yo’q,TavsifНОВОСТРОЙКА 2/11/13ЖК MEGA TOWERЮнусабадский районОриентир Mega PlanetПлощадь: 47м2Состояние: евроремонтМебель и техникаЦЕНА: 70 000 у.е. Без торга СРОЧНО+998978770077 Алексей,,https://www.olx.uz/d/oz/obyavlenie/srochno-novostrojka-yunusabad-13kv-1-kom-47m2-evrolyuks-ID45rha.html
Biznes,Yangi qurilgan uylar,2,47.10,11,16,Monolitli,Alohida ajratilgan,Aralash,Yoʻq,Balkon,"Maktab, Bekatlar, Restoran, kafelar, turargoh",Yo’q,"TavsifTURKISTON AVENUE турар-жой мажмуаси, 3-босқич100% tolovda 381.321.600 12% skitka bn433.320.000 opshi summa108.330.000 25% boshlangʻich tolov8.124.750 40 oyga boʻlib tolashУй класи: КомфортБўлиб тўлаш муддати: 40 ойгачаБошланғич тўлов: 25% данТўхташ жойи: Ер ости (200 ўрин)Тўхташ жойи: Ер усти (100 ўрин)Топшириш муддати: 2028-йил II чоракҚаватлар сони: 16 қаватШифт баландлиги: 2,9 мҲовли жиҳозланиши:Кириш эшигиТашқи ойна блоклариДевор бўлимлариЁпиқ таъмир ишлариЎрнатилган ҳисоблагичларАсосий қурилиш материаллари: монолит каркас, газоблок тўлдириш, монолит устки ёпмалар.Мажмуа тузилиши: 16 қават, 5 блок, 10 кириш жойи.Жами майдони: 1 гектар.",,https://www.olx.uz/d/oz/obyavlenie/navastroykadan-2-xona-47m2-bosh-tolov-25-bilan-40-oyga-xarid-qilin-ID419q8.html
Biznes,Yangi qurilgan uylar,1,29.50,8,16,Monolitli,,Aralash,Yoʻq,,,Yo’q,TavsifТуркистон авеню турар жой мажмуасида янги  Катлаван сотуви очилди ва янги акция бошланди хонадон харид килиб 2 чи хонадонни совга сифатида ютиб олиш29 м2 дан 100 м2 гача хонадонлар сотиб олишингиз мумкинБошлангич 50 та хонадон учун  Супер акцияБошлангич 25% тулов килиб колган суммасини  40 ойга болиб тулашингиз мумкин1 хона 29.5 м2Умумий нархи  266.208.000 сумБошлангич 25% 106.480.000 сумХар ой 40 ойга 3.994.000 сумдан тулаб берасизМанзил: Юнусабод худуди Уч кахрамон кругига йетмасдан Сабзавот арка,,https://www.olx.uz/d/oz/obyavlenie/turkiston-navastrojkasi-yangi-katlavan-sotuvi-ochildi-25-tolovda-108-ID3YOqp.html
Biznes,Yangi qurilgan uylar,3,81,7,12,,,Alohida,Ha,"Kir yuvish mashinasi, Muzlatkich, Oshxona, Televizor, Balkon, Konditsioner, Internet, Kabelli TV",,Yo’q,TavsifПремиальная новостройкаОт Golden HouseMirabad AvenueЭксклюзивАвторский  качественный ремонтТретья линияОбщая площадь 81 м2Количество комнат 3Этаж 7Этажность 12Полностью укомплектованаМебелью и техникой  BoschСтиральная и сушильнаяПосудомоечная машиныЦена 320000 минимальный торг на месте+998903224824,,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenyu-3-komn-eksklyuziv-remont-ID45TY9.html
Jismoniy shaxs,Ikkilamchi bozor,3,78,4,5,Panelli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Televizor, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar bogʻchasi, Bekatlar, Koʻngilochar muassasalar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifПродаётся квартира на массиве Карасу 6Комнат: 3Этаж: 4Этажность: 5Площадь: 78м2Ориентир: МакроКомнаты раздельныеСанузел совмещенныйБалкон 2*6 объединён с гостинойЦена: 85.000$Подробности по телефону:+998997573380 Бек,,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-3-4-5-na-m-v-karasu-6-ID441Fk.html
Biznes,Ikkilamchi bozor,3,68,2,4,Gʻishtli,,Aralash,Ha,"Oshxona, Balkon","Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 3х комнатная квартира, в Мирзо-Улугбекскском районе, на массиве Ялангач, ориентир Дом быта, бывшая Налоговая инспекция !Тип строения кирпич.Общая площадь 68м2.Болкон 2×6.Санузел смежные.НЕ ТОРЕЦ !Цена 71000 у.е. не большой торг на месте !ИПОТЕКА ЕСТЬ !Телефон 998881582535",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-3-2-4-massiv-yalangach-or-r-dom-byta-ipoteka-ID44L6l.html
Biznes,Yangi qurilgan uylar,2,50,3,4,,,,Yoʻq,,,Yo’q,TavsifПосредникам просьба не беспокоить.Рады предложить большой выбор 2-комнатных квартир.,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-2-komnatnaya-na-feruze-ID3N0pv.html
Biznes,Ikkilamchi bozor,2,62,4,5,Panelli,Alohida ajratilgan,Alohida,Ha,"Muzlatkich, Televizor, Konditsioner, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"Tavsif-450 долларга арендатори бор-мебел техникалари билан (2 та кондиционер, 1 та кир ювиш машинка, микроволновка, спалний кроват, диван, кухинний уголок ва бошқалар)-манзил Юнусобод 9 квартлда Сетор карзинка;-2 хонали 62 квадратли улучшенка;-хоналар, туалет ва ванна аолҳида;-2 та балкон, ўлчамлари 2х3 размерда;-ремонтли;-450 долларга арендада квартиранти бор;-259-мактаб рўпарасида, боғча яқин;-атрофда яшил ва айланиш зоналар мавжуд;-Magnit ва Megoplanet бизнес центр ва юнусрбод метроси яқин;-ипотека кредит оркалиям сотилади;-қолган маълумотлар телефон орқали.",,https://www.olx.uz/d/oz/obyavlenie/svoya-yunusabod-9-2-kom-setor-karzinka-remontli-ipotekagayam-sotaman-ID43bo4.html
Biznes,Ikkilamchi bozor,1,36,3,4,Panelli,,Alohida,Ha,,,Yo’q,TavsifПродаю квартиру1/3/4Панельный36 м2 .Балкон 1.5 на 3Состояния чистая42.800Можно в ипотекуЯлангачОриентир институт Культуры903237765Фуркат,,https://www.olx.uz/d/oz/obyavlenie/yalangach-institut-kultury-mozhno-v-ipoteku-ID41iic.html
Jismoniy shaxs,Ikkilamchi bozor,1,33,2,4,Gʻishtli,,,Yoʻq,,,Bor,TavsifПродам своя 1в2 квартира Чиланзар 2 улица Чупон Ота ( валгаградские)1-2/2/4 балкон 120-3Метро 10 минут БунедккорРядом парк Гофур ГуломОриентир стадион бунедкорЧилонзор тумани Чупон рта кучами 2 квартал да ай сотами узимни уйм зор жойда жойлашган Метро Бунедкор олдина парк Гофур Гулом обида1-2/2/4Балкон 1:5-3Келшамз,,https://www.olx.uz/d/oz/obyavlenie/prodam-svoya-1v2-komnat-chilanzar-metro-bunedkor-ID43Wrc.html
Biznes,Yangi qurilgan uylar,1,37,1,9,,Alohida ajratilgan,,Yoʻq,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifДиққат! Бошлангич тўлов 30% билан хонадон харид қилинг!Шошилинг сони чегераланган!Тўйтепа - ""Nurafshon Modern House"" TJMТошкент вилоятининг маркази “Nurafshon city” да жойлашганМўлжал: Президент мактаби, Алоқа Институти ва IT Park+998944006600Телеграм каналt.me/nurafshon_modern_houseА К Ц И Я- Бошланғич тўлов - 30%- Муддатли тўлов - 36 ойга- Кредит - 0 %- Чегирма 20 % гача- 235000.000 сўмгача фойда билан квартираларни харид қилинг!1️- хонали 37м², 43,56 м², 45м², 52 м²2️- хонали 62м², 64,56 м², 68,56м², 70,64м², 82,45м², 83,40м²3️- хонали 74,64м², 77,56 м², 80,56м², 104,97 м²4- хонали 130,74 м²- Биринчи қават савдо дўконлари- “Nurafshon city” да жойлашган- Қулай ва тартибли хонадонлар (планировка квартиры)- Террасали ва дуплекс хонадонлар- Уйнинг ташқи фасади керамогранит- Монолит қурилиш- Ички йулаклар мрамор ва керамагранитдан-Понарамли ойна ва эшиклар- Замонавий катта автаномный лифтлар. Свет ўчса ҳам ишлайди. (Грузоподъёмность 1200кг.)- Ташқи фасади икки қаватли изолятция- Автоном иситиш тизими. Италия- Шифт баландлиги 3.10 метр- Томда қўшимча электр қуёш панеллариКвартираларни олдиндан 30% тўлов билан, муддатли тўлов асосида фоизсиз харид қилинг ва ""Nurafshon city""да истиқомад қилувчилардан бўлинг!Бизнинг мажмуамиз ёпиқ турдаги бўлиб- Қоравулхона- Шлагбаум- Видео кузатув 24/7- Замонавий болалар майдончаси- Кўкаламзор ҳовли- Рангли фавворалар- Беседка- Авто тураргоҳларМавжуд бўлади.- Зилзила бардошлиги 9 балл- Қурилиш якунланиши 2025 йил I квартал- Нархлар 6.080.000 дан бошланади 100% тўлов асосида""Nurafshon Modern House"" TJM+998944006600Телеграм каналt.me/nurafshon_modern_house",,https://www.olx.uz/d/oz/obyavlenie/arzon-narxlarda-kvartiralar-shoshiling-soni-cheklangan-nurafshon-city-ID3RqDO.html
